,Unnamed: 0,Name,Station,FirstCategory,SecondCategory,TotalRating,ReviewNum,Lat,Long,Category,DinnerPriceLow,DinnerPriceHigh,LunchPriceLow,LunchPriceHigh
570,571,Unkai  ,Nijojo Mae,Kaiseki (Traditional Japanese),Sushi,3.18,28,35.0126132859341,135.752975629768,Kaiseki (Traditional Japanese) Sushi,￥8000,￥9999,￥3000,￥3999
571,572,Izakayamaruya  ,Kawaramachi,Izakaya (Tavern),Japanese food (other),3.03,12,35.0062175886411,135.769308178932,Izakaya (Tavern) Japanese food (other),￥2000,￥2999,,
572,573,kyoutoarashiyamagoseiyuunoyadoranzan  ,Arashiyama,Other,,3.21,17,35.0139667695544,135.674451255559,Other nan,￥6000,￥7999,￥3000,￥3999
573,574,Shimogamosaryou  ,Demachiyanagi,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.61,72,35.0341194079277,135.773971784747,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥15000,￥19999,￥8000,￥9999
574,575,Kifunekiraku  ,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.52,23,35.121465435077,135.763333646673,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥10000,￥14999,￥3000,￥3999
575,576,Nikuyasuzu  ,Shichijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.06,5,34.9891627269843,135.768209610961,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥3000,￥3999,￥1000,￥1999
576,577,KITAYAMA MONOLITH  ,Shugakuin,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.06,22,35.0532023785241,135.790545640787,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥6000,￥7999,￥3000,￥3999
577,578,Watanabe  ,Nijojo Mae,Beef dishes,French,3.54,15,35.0106682253045,135.753496787151,Beef dishes French,￥5000,￥5999,￥5000,￥5999
578,579,clover  ,Sanjo,Dining bar,Italian,3.06,4,35.0075169001933,135.769656423521,Dining bar Italian,￥3000,￥3999,,
579,580,hamba-guandosute-kipondo  ,Tambaguchi,Hamburger Steak,Steak,3.06,28,34.9893381057758,135.7432611193,Hamburger Steak Steak,￥1000,￥1999,￥1000,￥1999
580,581,Gempinfugukyoutoekimaenoseki  ,Kyoto,Fugu (Blowfish),Hot Pot (other),3.07,6,34.9882018600231,135.760400581518,Fugu (Blowfish) Hot Pot (other),￥4000,￥4999,￥3000,￥3999
581,582,guramuromanthikkumairu-mu  ,Kyoto Shiyakusho Mae,Dining bar,Italian,3.03,6,35.0074640381739,135.764509908928,Dining bar Italian,￥2000,￥2999,,
582,583,Giombengara  ,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.05,2,35.0047375449195,135.773644831362,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥8000,￥9999,￥4000,￥4999
583,584,gochisouizakayaippaiippai  ,Fujinomori,Izakaya (Tavern),Seafood,3.0,4,34.9591012183019,135.768103226105,Izakaya (Tavern) Seafood,￥2000,￥2999,,
584,585,uotanafumibun  ,Sanjo,Kappo (Traditional Japanese),Kyoto Cuisine,3.35,9,35.0083107259379,135.770902394605,Kappo (Traditional Japanese) Kyoto Cuisine,￥5000,￥5999,,
585,586,Kyouhorumonkura  ,Kawaramachi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.04,16,35.0035175580113,135.766923779049,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥3000,￥3999, ,￥999
586,587,itariambarutoreotto  ,Omiya,Italian,Pizza,3.09,25,35.0043310382601,135.748510548589,Italian Pizza,￥3000,￥3999,,
587,588,Buraitonkicchin  ,Keihan Yamashina,Buffet style,Western Cuisine,3.16,23,34.9914324974048,135.816673259334,Buffet style Western Cuisine,￥2000,￥2999,￥2000,￥2999
588,589,Aritsune  ,Kyoto Shiyakusho Mae,Kappo (Traditional Japanese),Kyoto Cuisine,3.69,26,35.0136786894351,135.766697218916,Kappo (Traditional Japanese) Kyoto Cuisine,￥8000,￥9999,,
589,590,Akayashirosakae  ,Kawaramachi,Yakiniku (BBQ Beef),Izakaya (Tavern),3.21,14,35.0027941861968,135.764822728478,Yakiniku (BBQ Beef) Izakaya (Tavern),￥4000,￥4999,,
590,591,Kihara  ,Marutamachi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.15,15,35.0145004059064,135.758677569336,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥4000,￥4999, ,￥999
591,592,Kamon  ,Kawaramachi,Italian,Bar,3.31,20,35.000848950131,135.766670311855,Italian Bar,￥3000,￥3999,￥1000,￥1999
592,593,Mew’z cafe  ,Kyoto Shiyakusho Mae,Dining bar,Thailand cooking,3.06,19,35.0140803189745,135.767031061588,Dining bar Thailand cooking,￥2000,￥2999, ,￥999
593,594,kyougokushinobinosato  ,Kawaramachi,Creative cuisine,Sushi,3.0,43,35.0046718932308,135.767739213735,Creative cuisine Sushi,￥3000,￥3999,,
594,595,Takaraya  ,Kujo,Izakaya (Tavern),Yakitori (Grilled chicken),3.07,4,34.9818253292414,135.760938885954,Izakaya (Tavern) Yakitori (Grilled chicken),￥2000,￥2999,,
595,596,datten  ,Gion Shijo,Italian,Bar,3.03,7,35.0029146749286,135.773106071146,Italian Bar,￥4000,￥4999,,
596,597,Tatsumi  ,Saiin,Kappo (Traditional Japanese),Sushi,3.05,3,35.0029129537785,135.731653525997,Kappo (Traditional Japanese) Sushi,￥5000,￥5999,,
597,598,chuugokuryourikoukaryuuhou  ,Kyoto,Chinese,Dim sum,3.31,16,34.986018067405,135.752539668245,Chinese Dim sum,￥6000,￥7999,￥3000,￥3999
598,599,Kaburaya  ,Gion Shijo,Kyoto Cuisine,Creative cuisine,3.51,23,35.0033787289252,135.774285226606,Kyoto Cuisine Creative cuisine,￥4000,￥4999,,
599,600,Kaiseitei  ,Kitayama,French,Italian,3.39,36,35.0511669200994,135.767739572989,French Italian,￥4000,￥4999,￥2000,￥2999
600,601,Kushikatsutakoyakiseichan  ,Kyoto,Izakaya (Tavern),Takoyaki,3.05,3,34.9882171369867,135.76044752136,Izakaya (Tavern) Takoyaki,￥2000,￥2999,,
601,602,Gyuuzen  ,Shijo,Shabu Shabu (Japanese Steamboat),Sukiyaki,3.05,10,35.0026266942601,135.759854407176,Shabu Shabu (Japanese Steamboat) Sukiyaki,￥4000,￥4999,,
602,603,Kyouzakanafukuya  ,Nijojo Mae,Izakaya (Tavern),Seafood,3.04,1,35.0087214433883,135.750880427406,Izakaya (Tavern) Seafood,￥4000,￥4999,,
603,604,Toto  ,Nishi Maizuru,Seafood,Sushi,3.22,13,35.443161202914,135.328169142247,Seafood Sushi,￥4000,￥4999,￥1000,￥1999
604,605,Ganko  ,Kyoto Shiyakusho Mae,Kaiseki (Traditional Japanese),Shabu Shabu (Japanese Steamboat),3.52,79,35.0127699701935,135.77084497184,Kaiseki (Traditional Japanese) Shabu Shabu (Japanese Steamboat),￥5000,￥5999,￥3000,￥3999
605,606,PASTA MORE  ,Kyoto,Italian,French,3.0,77,34.9846169425753,135.759077245365,Italian French,￥2000,￥2999,￥1000,￥1999
606,607,Kyoumachibaru  ,Momoyamagoryomae,Dining bar,Izakaya (Tavern),3.04,3,34.9332422663806,135.765175215425,Dining bar Izakaya (Tavern),￥4000,￥4999,,
607,608,wagyuuyakinikutoku  ,Sanjo,Yakiniku (BBQ Beef),Korean cuisine,3.53,29,35.0063420782855,135.772658172762,Yakiniku (BBQ Beef) Korean cuisine,￥6000,￥7999,￥1000,￥1999
608,609,Dembei  ,Kurama,Soba,Kamameshi (Clay pot rice),3.24,21,35.1208407650961,135.762499300282,Soba Kamameshi (Clay pot rice),￥1000,￥1999,,
609,610,Tsukinokurabito  ,Fushimi Momoyama,Kappo (Traditional Japanese),Dining bar,3.5,110,34.9305938797046,135.761806728228,Kappo (Traditional Japanese) Dining bar,￥3000,￥3999,￥1000,￥1999
610,611,Kinnotori  ,Kujo,Izakaya (Tavern),Yakitori (Grilled chicken),3.0,4,34.9816634074628,135.761244979099,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,,
611,612,Zekuu  ,Imadegawa,Ramen,Boneless deep-fried chicken,3.34,39,35.0295781322478,135.75264459839,Ramen Boneless deep-fried chicken, ,￥999, ,￥999
612,613,Rojimon  ,Karasuma Oike,Izakaya (Tavern),Kyoto Cuisine,3.57,39,35.0103674756545,135.756446000514,Izakaya (Tavern) Kyoto Cuisine,￥5000,￥5999,,
613,614,Aiemuo  ,Shichijo,Pizza,Dining bar,3.06,2,34.9891015314119,135.762999490922,Pizza Dining bar,￥2000,￥2999,,
614,615,Al Vere  ,Momoyamagoryomae,Italian,Pasta,3.0,6,34.9332295379167,135.764975879634,Italian Pasta,￥3000,￥3999, ,￥999
615,616,Nijoukiduki  ,Kyoto Shiyakusho Mae,Sushi,Creative cuisine,3.57,27,35.0135911599358,135.764472407717,Sushi Creative cuisine,￥6000,￥7999,￥1000,￥1999
616,617,Hirarinteitemboukaku  ,Kyoto,Izakaya (Tavern),Kyoto Cuisine,3.0,1,34.9894197784287,135.760006669268,Izakaya (Tavern) Kyoto Cuisine,￥3000,￥3999,,
617,618,Kyoutogiommiyagawachououmie  ,Kiyomizu Gojo,Wine bar,Bar,3.26,14,34.9993616809574,135.770777816982,Wine bar Bar,￥4000,￥4999,,
618,619,kibunebeniya  ,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.54,30,35.1167956173022,135.761073216075,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥6000,￥7999,￥6000,￥7999
619,620,Koikoi  ,Gion Shijo,Yakitori (Grilled chicken),Kushi-age (Fried Skewer),3.0,14,35.0059291159742,135.770727342295,Yakitori (Grilled chicken) Kushi-age (Fried Skewer),￥2000,￥2999,,
620,621,Suiba  ,Karasuma,Stand Bar,Dining bar,3.53,29,35.0062037641349,135.757006701205,Stand Bar Dining bar,￥1000,￥1999,,
621,622,Bussarakan  ,Kiyomizu Gojo,Thailand cooking,Creative cuisine,3.14,56,34.9997574426168,135.769097938274,Thailand cooking Creative cuisine,￥4000,￥4999,￥1000,￥1999
622,623,Saikouchou  ,Ogura,Yakitori (Grilled chicken),Izakaya (Tavern),3.05,1,34.896595325331,135.779503768287,Yakitori (Grilled chicken) Izakaya (Tavern),￥3000,￥3999,,
623,624,Noukoutoripaitanramemmisora  ,Kawaramachi,Ramen,Tsukemen,3.09,20,35.0012841378747,135.768565480319,Ramen Tsukemen, ,￥999, ,￥999
624,625,Yakinikutoraji  ,Kyoto,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.13,39,34.9882521084398,135.759027359917,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥5000,￥5999,￥1000,￥1999
625,626,Ganko  ,Kyoto,Kaiseki (Traditional Japanese),Japanese food (other),3.18,50,34.9859973602796,135.759638246329,Kaiseki (Traditional Japanese) Japanese food (other),￥3000,￥3999,￥1000,￥1999
626,627,Sajjoupakuchi  ,Kyoto Shiyakusho Mae,Thailand cooking,Izakaya (Tavern),3.52,99,35.0090097415401,135.76653439185,Thailand cooking Izakaya (Tavern),￥2000,￥2999, ,￥999
627,628,Gionhatanaka  ,Gion Shijo,Ryokan,Kyoto Cuisine,3.65,22,35.0023273381457,135.778853676405,Ryokan Kyoto Cuisine,￥10000,￥14999,￥5000,￥5999
628,629,YURURI  ,Jingu Marutamachi,Izakaya (Tavern),,3.17,10,35.0157998876016,135.768767504871,Izakaya (Tavern) nan,￥4000,￥4999,￥2000,￥2999
629,630,Yakinikushoukakuoukiyamachitei  ,Sanjo,Yakiniku (BBQ Beef),Gyutan (Beef tongue),3.06,15,35.0070330674757,135.769909480337,Yakiniku (BBQ Beef) Gyutan (Beef tongue),￥3000,￥3999,,
630,631,Houshouan  ,Gion Shijo,Kyoto Cuisine,Tofu,3.03,6,35.0050605229677,135.771185298533,Kyoto Cuisine Tofu,￥4000,￥4999,,
631,632,Kankokuanjupontochourinanha  ,Gion Shijo,Korean cuisine,Asian & ethnic cuisine (and others),3.56,52,35.005508525544,135.770895579745,Korean cuisine Asian & ethnic cuisine (and others),￥4000,￥4999,,
632,633,oumigyuujukuseisute-kiichigo-kyu-roku  ,Sanjo,Steak,Yakiniku (BBQ Beef),3.06,4,35.0063734635797,135.772644561336,Steak Yakiniku (BBQ Beef),￥3000,￥3999,,
633,634,Yukinoshita  ,Nijojo Mae,Pancake,Shaved ice (snow cone),3.58,131,35.0084717971417,135.753701315737,Pancake Shaved ice (snow cone),￥1000,￥1999,￥1000,￥1999
634,635,Yakinikuhorumonfukukawa  ,Omiya,Yakiniku (BBQ Beef),,3.04,1,35.0039224866354,135.749414381225,Yakiniku (BBQ Beef) nan,￥3000,￥3999,,
635,636,Purachinabifu  ,Gion Shijo,Teppanyaki,Steak,3.53,20,35.0033429568534,135.772785522492,Teppanyaki Steak,￥5000,￥5999,,
636,637,Gionroiro  ,Gion Shijo,French,,3.83,31,35.0039998663877,135.774809490824,French nan,￥20000,￥29999,￥10000,￥14999
637,638,Gyuurakutei  ,Shijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.16,32,35.0038542911101,135.756886263826,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥5000,￥5999,,
638,639,Ristorante t.v.b  ,Gion Shijo,Italian,Wine bar,3.67,121,35.0024586542841,135.775492838365,Italian Wine bar,￥15000,￥19999,￥5000,￥5999
639,640,YEBISU  ,Keihan Yamashina,Dandan noodles,Ramen,3.07,17,34.9898807038199,135.815807569343,Dandan noodles Ramen, ,￥999,,
640,641,Takayasuzekuu  ,Karasuma,Ramen,,3.09,26,35.0062515568525,135.758154659223,Ramen nan, ,￥999, ,￥999
641,642,Koshitsuyakinikugokkoya  ,Kyoto Shiyakusho Mae,Yakiniku (BBQ Beef),Izakaya (Tavern),3.02,7,35.0147310969732,135.767848185985,Yakiniku (BBQ Beef) Izakaya (Tavern),￥3000,￥3999,,
642,643,Ebisu  ,Kyoto,Ramen,Chinese,3.51,125,34.9879265422866,135.760671004052,Ramen Chinese, ,￥999, ,￥999
643,644,izakayakyounoshunsaiirodori  ,Kyoto,Izakaya (Tavern),Seafood,3.05,23,34.9875927316899,135.758865181522,Izakaya (Tavern) Seafood,￥3000,￥3999,,
644,645,matono  ,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),3.72,69,35.0015654801733,135.779138965567,Kappo (Traditional Japanese) Kaiseki (Traditional Japanese),￥10000,￥14999,￥4000,￥4999
645,646,Shiunsen  ,Kyoto Shiyakusho Mae,Soba,Kappo (Traditional Japanese),3.53,40,35.0101610034653,135.766315468137,Soba Kappo (Traditional Japanese),￥3000,￥3999,￥1000,￥1999
646,647,BEER PUB Takumiya  ,Karasuma Oike,Dining bar,Italian,3.54,20,35.0121406935032,135.760692788396,Dining bar Italian,￥3000,￥3999,,
647,648,Kidoriya  ,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),3.0,12,34.988058244401,135.759262904836,Izakaya (Tavern) Yakitori (Grilled chicken),￥2000,￥2999, ,￥999
648,649,Kumamotosougouinshokutemmao  ,Karasuma,Bar,Cafe,3.25,35,35.0053475358147,135.76095613485,Bar Cafe,￥3000,￥3999, ,￥999
649,650,shijoupakuchi-  ,Shijo,Thailand cooking,Izakaya (Tavern),3.34,52,35.0038231679774,135.756007449356,Thailand cooking Izakaya (Tavern),￥2000,￥2999, ,￥999
650,651,SOUDEN  ,Karasuma Oike,Sushi,,3.08,6,35.0088970819979,135.756710768444,Sushi nan,￥5000,￥5999,￥2000,￥2999
651,652,Kyoutotsuyushabuchiriri  ,Marutamachi,Shabu Shabu (Japanese Steamboat),Sukiyaki,3.51,25,35.0180798378606,135.757863280496,Shabu Shabu (Japanese Steamboat) Sukiyaki,￥6000,￥7999,￥2000,￥2999
652,653,waintoonikudaisen  ,Gojo,Italian,Yakiniku (BBQ Beef),3.04,2,34.9909665639959,135.760382677935,Italian Yakiniku (BBQ Beef),￥4000,￥4999,,
653,654,Gokyou  ,Kuramaguchi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.09,9,35.0381862378458,135.751490980704,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥3000,￥3999,,
654,655,Daburin  ,Kyoto Shiyakusho Mae,Pub,Beer,3.06,23,35.0113039996657,135.769916505334,Pub Beer,￥2000,￥2999,,
655,656,Enyahanare  ,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),3.05,3,35.0044547903775,135.757340920641,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999, ,￥999
656,657,koubegyuuyakinikutaishitei  ,Kawaramachi,Yakiniku (BBQ Beef),Chiritori nabe (tripe),3.06,9,35.0047213758628,135.77022844917,Yakiniku (BBQ Beef) Chiritori nabe (tripe),￥4000,￥4999,,
657,658,nihonryourisakuragawa  ,Kyoto Shiyakusho Mae,Kaiseki (Traditional Japanese),Kappo (Traditional Japanese),3.89,61,35.0121764197554,135.770683901434,Kaiseki (Traditional Japanese) Kappo (Traditional Japanese),￥20000,￥29999,￥8000,￥9999
658,659,Sushikawano  ,Kitaoji,Sushi,Seafood,3.59,16,35.0442106378469,135.766850980753,Sushi Seafood,￥20000,￥29999,￥8000,￥9999
659,660,Mameyagenzou  ,Kyoto Shiyakusho Mae,Kyoto Cuisine,Tofu,3.38,21,35.0122103048116,135.770671956423,Kyoto Cuisine Tofu,￥6000,￥7999,￥3000,￥3999
660,661,chuukasobatakayasu  ,Ichijoji,Ramen,Boneless deep-fried chicken,3.59,713,35.0450520454606,135.785180350519,Ramen Boneless deep-fried chicken, ,￥999, ,￥999
661,662,Kyouhorumontaisha  ,Kawaramachi,Horumon (BBQ Offel),Motsu Nabe (Offel Hot Pot),3.04,6,35.005134390468,135.770413137038,Horumon (BBQ Offel) Motsu Nabe (Offel Hot Pot),￥3000,￥3999,,
662,663,cafe Cento Cento  ,Kyoto,Cafe,Pasta,3.0,84,34.9859890277939,135.75963574692,Cafe Pasta,￥2000,￥2999,￥1000,￥1999
663,664,yakinikubunya  ,Tambaguchi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.52,41,34.9889281157548,135.741321854788,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥5000,￥5999,,
664,665,Teuchisobaminagawa  ,Karasuma Oike,Soba,Izakaya (Tavern),3.17,9,35.0110987840461,135.756315699884,Soba Izakaya (Tavern),￥1000,￥1999,￥1000,￥1999
665,666,Kerara  ,Kyoto Shiyakusho Mae,India cuisine,Indian curry,3.22,56,35.0098627450874,135.768780277167,India cuisine Indian curry,￥2000,￥2999,￥1000,￥1999
666,667,Maribu  ,Shijo,Dining bar,Bar,3.07,32,35.0026700483595,135.761181517186,Dining bar Bar, ,￥999, ,￥999
667,668,takoyakimihashiya  ,Mototanaka,Takoyaki,,3.3,9,35.0353744013964,135.781282786454,Takoyaki nan, ,￥999, ,￥999
668,669,Taverunamezzanotte  ,Kawaramachi,Italian,Bar,3.5,4,35.0013402949916,135.769628241186,Italian Bar,￥4000,￥4999,,
669,670,Shunsaitempuraarima  ,Shijo,Fried Foods (other),Kappo (Traditional Japanese),3.25,22,35.0002149211369,135.75805652094,Fried Foods (other) Kappo (Traditional Japanese),￥4000,￥4999,￥1000,￥1999
670,671,Kitanoguriru  ,Kyoto,Hamburger Steak,Croquette,3.09,17,34.983286733945,135.754890432103,Hamburger Steak Croquette,￥1000,￥1999,￥1000,￥1999
671,672,Torishinoguraten  ,Ogura,Izakaya (Tavern),Yakitori (Grilled chicken),3.03,1,34.897215844954,135.781246372772,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999,￥3000,￥3999
672,673,hakataaburimotsunabewarajiya  ,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),3.06,3,34.9879474466093,135.760619186187,Izakaya (Tavern) Motsu Nabe (Offel Hot Pot),￥3000,￥3999,,
673,674,Ryuumon  ,Sanjo Keihan,Sichuan Cuisine,Chinese,3.27,62,35.0095870811508,135.776790180193,Sichuan Cuisine Chinese,￥1000,￥1999,,
674,675,Kaiuntei  ,Katsura,Yakiniku (BBQ Beef),Korean cuisine,3.19,11,34.9772466378647,135.689055880132,Yakiniku (BBQ Beef) Korean cuisine,￥3000,￥3999, ,￥999
675,676,Kemuri  ,Shijo,Izakaya (Tavern),Kyoto Cuisine,3.5,36,35.002440267338,135.756818058457,Izakaya (Tavern) Kyoto Cuisine,￥3000,￥3999,,
676,677,Ajirokkon  ,Karasuma,Kappo (Traditional Japanese),Izakaya (Tavern),3.45,37,35.0045161992946,135.758863569136,Kappo (Traditional Japanese) Izakaya (Tavern),￥4000,￥4999,,
677,678,Rinya  ,Demachiyanagi,Pasta,Cafe,3.0,4,35.0291694800303,135.779594323478,Pasta Cafe,￥1000,￥1999, ,￥999
678,679,Wasabi  ,Gion Shijo,Sushi,Izakaya (Tavern),3.18,40,35.0045367367521,135.773855934187,Sushi Izakaya (Tavern),￥5000,￥5999,,
679,680,Kappousaraku  ,Marutamachi,Kappo (Traditional Japanese),Kyoto Cuisine,3.41,10,35.0149717205475,135.763935923246,Kappo (Traditional Japanese) Kyoto Cuisine,￥8000,￥9999,,
680,681,kaisembarukamebarueito  ,Nijo,Bar,Wine bar,3.29,8,35.0109069093714,135.743232350844,Bar Wine bar,￥3000,￥3999,,
681,682,Roko  ,Kyoto Shiyakusho Mae,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),3.26,21,35.0121633023603,135.771073951954,Kappo (Traditional Japanese) Kaiseki (Traditional Japanese),￥5000,￥5999,￥1000,￥1999
682,683,kafeandopanke-kiguramu  ,Karasuma,Cafe,Pancake,3.03,13,35.0051575778876,135.762201595716,Cafe Pancake,￥1000,￥1999,￥1000,￥1999
683,684,Kyouryouritakeshimaichigo  ,Kyoto Shiyakusho Mae,Kyoto Cuisine,Kaiseki (Traditional Japanese),3.07,10,35.0118147926034,135.770731691893,Kyoto Cuisine Kaiseki (Traditional Japanese),￥6000,￥7999,￥2000,￥2999
684,685,Kiyomizujunsei  ,Kiyomizu Gojo,Tofu,Yuba,3.31,82,34.9956936434902,135.781157679374,Tofu Yuba,￥2000,￥2999,￥2000,￥2999
685,686,Kokekokko  ,Kyoto,Izakaya (Tavern),Steak,3.05,70,34.9858528926153,135.757424270184,Izakaya (Tavern) Steak,￥4000,￥4999,￥1000,￥1999
686,687,Gionuemori  ,Gion Shijo,Kyoto Cuisine,Kappo (Traditional Japanese),3.49,14,35.0028360566996,135.775474786297,Kyoto Cuisine Kappo (Traditional Japanese),￥6000,￥7999,￥3000,￥3999
687,688,Daniel's  ,Karasuma,Italian,Pasta,3.26,108,35.0049276065708,135.762435475769,Italian Pasta,￥3000,￥3999,￥1000,￥1999
688,689,Kyounojidoriyaaki  ,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),3.06,8,35.0053183648418,135.76652818631,Izakaya (Tavern) Yakitori (Grilled chicken),￥3000,￥3999, ,￥999
689,690,Rozurumu  ,Nijojo Mae,French,Western Cuisine,3.17,23,35.0126699444786,135.752857581408,French Western Cuisine,￥8000,￥9999,￥2000,￥2999
690,691,ottimo  ,Marutamachi,Italian,Pasta,3.48,22,35.0134174671782,135.758734558909,Italian Pasta,￥4000,￥4999,￥1000,￥1999
691,692,Kunseimaketto  ,Higashino,Cafe,Western Food (Other),3.33,12,34.9787377721628,135.818278154979,Cafe Western Food (Other),￥2000,￥2999, ,￥999
692,693,Miyakohanten  ,Kuzuha,Chinese,Ramen,3.2,62,34.85302186762,135.696394898894,Chinese Ramen,￥1000,￥1999, ,￥999
693,694,Shichirinya  ,Kitaoji,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.0,8,35.0501739829009,135.752532548314,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥3000,￥3999,,
694,695,Kushiagetoshiko  ,Kitayama,Kushi-age (Fried Skewer),Creative cuisine,3.44,9,35.0443679763449,135.770673531249,Kushi-age (Fried Skewer) Creative cuisine,￥6000,￥7999,,
695,696,Ishiyakinamapasutakuranosuke  ,Katsura,Pasta,Italian,3.08,35,34.9742813567525,135.69405478801,Pasta Italian,￥1000,￥1999,￥1000,￥1999
696,697,Buruvaru  ,Kyoto,Buffet style,Teppanyaki,3.08,39,34.9873821194823,135.757851331821,Buffet style Teppanyaki,￥4000,￥4999,￥2000,￥2999
697,698,ORENO PAN okumura  ,Gion Shijo,Bread,Cafe,3.56,68,35.004104819643,135.772776043758,Bread Cafe,￥1000,￥1999, ,￥999
698,699,Osuteriakochinerra  ,Shijo,Italian,Wine bar,3.53,19,35.0011874626133,135.763096704169,Italian Wine bar,￥6000,￥7999,￥1000,￥1999
699,700,Sumibiyakinikugyuugyuutei  ,Sai,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3.03,21,34.996404672419,135.733098582388,Yakiniku (BBQ Beef) Horumon (BBQ Offel),￥4000,￥4999,￥1000,￥1999
700,701,Bapontochoukisshou  ,Sanjo,Bar,Pub,3.04,8,35.0073902736092,135.771175747616,Bar Pub,￥2000,￥2999,,
701,702,karubidontosundoufusemmontenkandon  ,Fushimi,Korean cuisine,Ramen,3.33,78,34.9460223376917,135.752099879579,Korean cuisine Ramen, ,￥999, ,￥999
702,703,Momoya  ,Karasuma,Izakaya (Tavern),Kushi-age (Fried Skewer),3.09,25,35.0049276318732,135.762436568306,Izakaya (Tavern) Kushi-age (Fried Skewer),￥3000,￥3999,,
703,704,motsunabekamehachi  ,Sanjo,Motsu Nabe (Offel Hot Pot),Izakaya (Tavern),3.51,55,35.007292778167,135.770839668905,Motsu Nabe (Offel Hot Pot) Izakaya (Tavern),￥4000,￥4999,,
704,705,nikubarushouzudainingu  ,Karasuma,Bar,Yakiniku (BBQ Beef),3.0,4,35.005163406658,135.761976058623,Bar Yakiniku (BBQ Beef),￥3000,￥3999, ,￥999
705,706,yakinikushokudoukandon  ,Matsuiyamate,Yakiniku (BBQ Beef),Korean cuisine,3.07,10,34.8563873059014,135.710289145583,Yakiniku (BBQ Beef) Korean cuisine,￥1000,￥1999, ,￥999
706,707,Kyoutohanagushi  ,Kyoto,Kushi-age (Fried Skewer),Yakitori (Grilled chicken),3.07,7,34.9869346378788,135.753112880184,Kushi-age (Fried Skewer) Yakitori (Grilled chicken),￥2000,￥2999,,
707,708,Harise  ,Kiyomizu Gojo,Kaiseki (Traditional Japanese),Kyoto Cuisine,3.6,31,34.9947085696117,135.770896076954,Kaiseki (Traditional Japanese) Kyoto Cuisine,￥10000,￥14999,￥5000,￥5999
708,709,Hayashi  ,Shijo,Horumon (BBQ Offel),Yakiniku (BBQ Beef),3.51,38,35.0024230082148,135.75784462645,Horumon (BBQ Offel) Yakiniku (BBQ Beef),￥4000,￥4999,,
709,710,Iori  ,Kyoto Shiyakusho Mae,Izakaya (Tavern),Seafood,3.26,13,35.0132223345902,135.765851754587,Izakaya (Tavern) Seafood,￥3000,￥3999,,
710,711,Kankokusakuratei  ,Nishioji,Yakiniku (BBQ Beef),Creative cuisine,3.27,14,34.9847155240316,135.726177750904,Yakiniku (BBQ Beef) Creative cuisine,￥3000,￥3999,,
711,712,Norumandhi  ,Kyoto Shiyakusho Mae,French,Mediterranean,3.55,38,35.0104171424006,135.769476860457,French Mediterranean,￥6000,￥7999,￥2000,￥2999
712,713,Rokurokuato  ,Saiin,Izakaya (Tavern),Seafood,3.46,21,35.0025270378026,135.731076523987,Izakaya (Tavern) Seafood,￥3000,￥3999,,
713,714,Sagano  ,Arashiyama,Tofu,Yuba,3.58,129,35.0145008935708,135.674644946234,Tofu Yuba,￥3000,￥3999,,
714,715,Kaosusupaisudaina  ,Kyoto Shiyakusho Mae,Curry (other),Dining bar,3.35,36,35.007849877303,135.767204389609,Curry (other) Dining bar,￥1000,￥1999,￥1000,￥1999
